id,aggression,offense,codemixed,tweet
267,0,0,1,"The farmer's bill in India is a non-issue. Protesting farmers from the Punjab ate Jats - the highest in society - that own and lease the land, own the seeds/fertilizers'/finance. Water table is depleted, soil is destroyed

Reform is a must. Meena/Rehana/Greta be damned. Wise Joe "
993,1,1,0,"In the build up to #IndependenceDay looking for a pic for my DP. 

If any of you have a picture of Savarkar, Golwalkar, Mukherjee or Hedgewar holding or hoisting the Tricolour, please send me.

P.S. RSS never hoisted the Tricolor on their HQ for over 50 years "
1272,2,0,1,Yeah thats the point of discussion ... Mahatma & not Golwalkar & his racist views 
6469,2,1,1,Indira gandhi kya hindu thi? Rajiv gandhi kya hindu tha? Baat karta hai!!!! 
5045,1,0,1,@USER should apologize for this ridiculous statement.just because he is dalit leader they can label him anything . 
6471,2,1,1,"#PrimeMinister •Maimuna Begam Feroze Jehangir Khan Ghandy aka Indira Gandhi
•Rajiv Feroze Jehangir Khan Ghandy
 
अब भी भीख का कटोरा ले कर असली #minorities का हक मारना चाहते हैं #shameless pieces "
3100,0,0,1,Tweet No 3 #15अक्टूबर_चलो_नागपुर #15अक्टूबर_चलो_नागपुर #15अक्टूबर_चलो_नागपुर @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER 
4725,0,0,0,Saudi energy minister under pressure to keep prices near $100 a barrel despite global inflation 
6674,0,0,1,छठ  पूजा के शुभ अवसर पर आपको बहुत बहुत शुभकामनाएं 
4376,0,0,1,"10/17/22 With inflation so high, spending down retirement funds (if you are over 50) is actually a reasonable idea (hint hint Amy T). "
2588,0,1,1,Welcome Badhai ho.. Ghar wapasi ho gayi.. subah ka bhula shaam ko ghar aa jaye to use bhula nahin kahte hai? Kuch to baat huyi hogi jisse ki aapne @USER ko chor diya. @USER 
5263,1,1,1,"Iran is protesting for freedom , not just hijab. 
Stop inviting Niac members to be our voice #OpIran #مهسا_امینی "
7047,0,0,1,We want to see more Zimbabve players in IPL next year 
1178,2,1,1,"Scoundrels like savarkar, golwalkar, hindu mahasbhaites voted for Pakistan too. Savarkar :राष्ट्र तो होंगे ही दो एक मुसलमान का एक हिंदू का। "
5365,1,0,0,Is hijab better or being sold slaves after #NATO destroys ur country #Libya or #US protects thousands of #Terrorists & steals ur oil #Syria or ruins an entire generation #Iraq or allows its ally to starve & commit genocide #Yemen How many examples needed? 
6764,2,0,1,"Bhakts: Gandhi ki Jagah Bose aur Bhagat singh ki photo lagao Rupaye pe.

Kejriwal: Gandhi ke saath Laxmi ji aur Ganesh ji ki photo lagao rupaye pe 

Owaisi: Hijabi Aurat ko PM dekhna hai iss mulk ki.

Me: How about a royal rumble match between you guys? "
7522,0,0,0,"Cricket Body BCCI is best  working body and it has shined India to the top.After it's  improving it from wrong doing,election system it hs added to its reputation.With  news of giving the same fees to women hs done best fr equality .Fees too much,this body should help other games "
1464,1,0,1,"ये कैसी समझदारी है अपनों की,
जिंदगी भर हमें अजनबियों से बचाते रहे,
और जब हमें संभालने की बात आई,
कह दिया यह तो रीत है जन्मों की!! #marriage #MaritalRape #MarriageStrike #BoycottMarriage "
1342,0,0,0,"Marital rape is real. Even if it's your wife, it doesn't give the husband a right to have sex with her without her consent. Indian laws are biased towards women which I agree with. According to our laws, only a man can commit adultery and it needs to change. "
3815,2,0,0,"There should be stringent law against forceful and terrorise conversion of religion !!!
All of them must be booked under UAPA and relevant laws for atrocities !!! @USER @USER @USER @USER @USER "
1338,0,0,1,#MaritalRape 
3307,1,1,0,"Feels like secularism doesn't mean the same which i read in Ncert book. 
Hindus will judge another hindu if they try tk celebrate something related to islam. 
Muslims will judge a muslims if they try to believe or celebrate festivals. "
7576,0,0,1,Main bcci ko letter likhunga ki tumhe 12th man ki jagah de . Pani to pilte rahoge 
6760,2,1,1,Seedha bhagat singh sey chalang Mardi..i thought yeh kahengey .Gandhi ji ki photo hatwao aur ambedkar ji ki lagwao..i guess congress is ahead as compared to aam aadmi party . Congress 1...AAP ..0 
7684,0,0,1,Raza ko Ipl Contract milna chahiye 
7853,2,1,1,Mujhe nhi chaiye indian currency per ambedkar. Constitution dudre countries ka copy paste kiya hua tha. Khud ka likha hua nhi tha. So usme Kaun sa teer Mar liya. Wo to nehru ne sc/st card dekh kar head Bana diya. Otherwise Gandhi to ambedkar ko pasand bhi  hi karte the. 
7600,0,0,0,IPL Player 
2058,1,0,0,A full house on demonetisation bingo I see 
3594,0,0,1,"#NewsAlert The #Nagpur bench of Bombay High Court has acquitted former Delhi University professor G N Saibaba and five others in alleged Maoist links case. 
He was arrested  under UAPA @USER "
5113,0,0,0,Fear of lynching probably a factor here as well. 
2247,2,0,0,"227,04,50,000 rupee

The number mentioned above is of a fake note. Fake notes have been recovered from #Gujarat and #Mumbai . #PMModi should answer. At the crossroads, people must come among. #Demonetisation "
4100,1,0,0,"It was a test to assess the attitude of Hindu leaders and to check their vulnerability. He could succeed partially.   Many seems to have succumbed to resources, while Dr. Ambedkar resigned from Nehru's cabinet, created an uncomfortable situation for Sardar Patel to function. "
5100,2,1,1,Vhp बजरंग दल एक आतंकवादी संगठन है इस पर सिर्फ रोक ही नही बल्कि इसके सभी बडे नेताओ को उम्र क़ैद होनी चाहिये सभी lynching मे यही सब शामिल हैं 
7791,0,0,1,nan 
6971,0,0,0,"First time seeing Retweets > Likes

Simply supremacy of @USER "
5867,0,0,1,*brain. FFS 
936,1,1,1,While talking about the outcome of the Quit India Movement Golwalkar said: Sangh vowed not to do anything directly #RSSQuitIndia 
6016,2,1,0,It's a parable mate not a law. Best you stick to your Marxist dogma? 
1391,2,1,0,"\\\How will U take if someone says your Father also committed Marital Rape on your Mother///

That person's bogus accusation won't lead to anything {as because the alleged victim (supposed victim) herself hasn't claimed rape}.Your logic is absolutely crap. Go and get some sense. "
2784,0,0,1,"Chidambaram: Second ques is, does S 26 give you the power? If so, then why in 1978 did you have to pass a separate law? #Demonetisation #SupremeCourtofIndia "
7004,0,0,0,"Lets give IPL contracts to some players from Associate nations, i bet given the chance they would not disappoint you @USER @USER "
7917,0,0,0,Uzi made it through emergency surgery! 
378,2,1,1,"What is your opinion about CAA and other citizen regulation laws? What is your stance on farmer's bill? Man... You are satisfied with your Briyani and thalicha,there are billions who disagree with the current power "
7734,0,0,0,"You guys were phenomenal. Believe it or not, I predicted on 1st ball of Pak batting that Zw is going to win.
Awesome bowling from opening bowlers and others as well.
IPL contract on d way..
Listening @USER @USER ? "
2869,0,0,1,"#UPI trades rose to over 4 billion, worth $100bn+ in Oct'21,thx to #Demonetisation #notebandi reduced 
*TaxChori
*Led to higher #Formalisation *Even a street hawker today accepts #DigiPayments &not just cash

Demonetisation boosted #DigitalIndia "
5754,0,0,0,"Latest IL COVID-19 numbers:
 
—2,892 new cases 

—1,060 hospitalized last night (most in a month) 

—8 new deaths

—7-day avg rate of 13.4 cases per 100K residents (up from 11.7 last week) 

—17.8% of residents 5+ still unvaxxed "
2155,1,0,0,"Government giving hint in various situations
But peoples not aware of it .  That will be a surprise attack like demonetisation. "
6785,0,0,1,बहुत गर्व महसूस हो रहा है 
2049,1,0,0,The avg wedding costs about 5 lakhs and gives work to a large group of people ! Your idea feels similar to demonetisation ! 
3186,1,1,1,"aap jise Dalit kahte hain use hum Hindu kahete hain aur kisi Insaan ke sath julm hota toh galat baat hain. Mim, bhim, dalit , adivasi bolke samaj mein darar paida karne ka thika aap ko nahi diya gaya. Sabdhan ho jaiye. "
3207,2,1,0,"Why all these businessmen not investing on any Core factory, why they are interested for agricultural land, ports,..& natural resources only after demonetisation. Bloody you are promoting colonialism in new get up. "
5601,2,1,0,"Um, the migrants will just find a way and use it as homes and invent a new country that way. (Morning musings.) "
